selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,age
321000,60000,2,1,2,2,16.8,1497.0,118.0,12
585000,50000,2,1,1,1,17.71,1197.0,78.9,5
225000,70000,1,1,1,1,20.0,1399.0,68.0,11
500000,70000,1,1,1,1,25.8,1498.0,98.6,5
350000,90000,1,1,1,3,23.0,1396.0,90.0,11
756000,70000,1,1,1,2,24.52,1248.0,88.5,6
240000,50000,2,1,1,1,22.74,796.0,47.3,8
80000,120000,2,1,1,2,19.7,796.0,35.0,10
800000,5000,2,1,1,1,17.19,1197.0,81.86,3
1250000,25000,1,1,1,1,17.6,2179.0,147.94,4
320000,80000,1,1,1,3,12.05,2179.0,120.0,13
509999,25000,2,1,1,1,18.9,1197.0,82.0,5
650000,15000,1,1,1,1,22.95,1248.0,74.0,3
210000,35000,2,1,1,2,20.92,998.0,67.1,11
110000,80000,2,1,1,2,19.7,796.0,46.3,14
665000,25000,1,1,1,1,21.5,1497.0,108.5,5
555000,52000,1,1,1,1,21.66,1498.0,108.62,5
560000,52000,1,1,1,1,21.66,1498.0,108.62,5
375000,80000,1,1,1,1,25.32,1198.0,77.0,6
2950000,50000,1,1,2,1,15.04,2755.0,174.5,5
605000,127000,1,1,1,1,28.4,1248.0,74.02,5
720000,30000,2,1,1,1,17.5,1199.0,88.7,5
800000,70000,1,1,1,1,24.52,1248.0,88.5,5
1325000,54000,1,1,1,1,16.0,2179.0,140.0,5
625000,120000,1,1,1,2,10.5,2835.0,116.9,11
350000,116500,1,1,1,1,23.0,1396.0,90.0,11
600000,145000,1,1,1,2,12.99,2494.0,100.0,10
300000,120000,2,1,1,1,18.5,1197.0,82.85,10
240000,120000,1,1,1,1,13.93,2179.0,138.1,11
377000,80000,1,1,1,1,25.83,1498.0,99.0,6
450000,140000,2,1,1,1,16.02,1373.0,93.7,9
160000,100000,2,1,1,4,13.9,1599.0,103.2,14
525000,100000,2,1,1,1,20.14,1197.0,81.86,3
550000,168000,1,1,1,2,12.8,2494.0,102.0,11
270000,120000,1,1,1,3,18.3,1991.0,147.9,12
570000,145000,1,1,1,2,23.59,1364.0,67.05,6
225000,90000,1,1,1,2,20.0,1399.0,68.0,11
590000,90000,2,1,1,1,20.14,1197.0,81.86,3
1675000,80000,1,1,1,1,17.1,1956.0,170.0,4
800000,33000,2,2,1,1,19.4,1194.0,94.93,3
450000,13500,2,1,1,1,18.2,1199.0,82.4,8
300000,80000,1,1,1,1,17.0,1405.0,70.0,10
645000,20000,2,1,1,1,18.6,1197.0,81.83,5
520000,58000,1,1,1,1,23.4,1248.0,74.0,9
200000,40000,2,1,1,1,21.1,814.0,55.2,9
700000,30000,2,1,1,1,17.4,1497.0,117.3,7
45000,50000,2,1,1,2,16.1,796.0,37.0,22
459999,73000,1,1,1,1,25.83,1498.0,99.0,6
325000,90000,1,1,1,2,23.2,1248.0,73.94,8
350000,50000,2,1,1,2,20.51,998.0,67.04,7
440000,80000,1,1,1,3,22.32,1582.0,126.3,11
320000,70000,1,1,1,2,21.9,1396.0,90.0,11
169000,41000,2,1,1,1,18.0,995.0,62.0,11
350000,50000,2,1,1,4,16.47,1198.0,73.9,9
350000,113226,1,2,1,1,19.68,1399.0,67.0,8
310000,90000,1,1,1,2,20.0,1399.0,68.1,9
420000,160500,1,1,1,4,13.5,2179.0,115.0,12
685000,30000,2,1,2,1,19.12,1373.0,91.1,7
560000,132000,1,1,1,2,19.72,1461.0,108.45,8
470000,120000,1,1,1,3,22.9,1248.0,74.0,9
380000,80000,2,1,1,2,16.2,1599.0,103.2,11
670000,57000,1,1,1,2,15.4,1997.0,120.0,7
550000,5000,2,1,1,1,22.0,1197.0,81.8,4
749000,25000,2,1,1,1,17.01,1591.0,121.3,6
899000,80000,1,1,1,2,19.67,1582.0,126.2,7
290000,88000,1,1,1,3,16.52,1991.0,123.7,11
869999,217000,1,1,1,2,12.99,2494.0,100.6,8
350000,60000,2,1,1,1,20.62,1198.0,67.0,7
500000,43000,2,1,1,1,20.85,1197.0,83.14,5
400000,77000,1,1,2,2,21.66,1498.0,103.6,8
260000,30000,2,1,1,1,25.17,799.0,53.3,6
220000,40000,2,1,1,2,22.74,796.0,47.3,7
190000,139000,1,1,1,2,18.2,1248.0,73.8,8
400000,80000,2,1,1,1,18.9,1197.0,82.0,6
170000,76000,1,1,1,2,25.44,936.0,56.3,8
650000,3500,2,1,1,1,18.6,1197.0,81.86,3
60000,62000,2,1,1,2,16.1,796.0,37.0,15
300000,110000,2,1,1,2,12.0,2092.0,127.0,15
125000,40000,2,1,1,2,16.2,995.0,62.1,10
500000,1500000,1,1,1,1,15.1,2179.0,140.0,10
170000,70000,2,1,1,3,19.7,796.0,46.3,11
310000,77000,1,1,1,2,19.3,1248.0,73.9,10
130000,110000,2,1,1,2,18.0,995.0,62.0,11
465000,20000,2,1,1,1,20.51,998.0,67.04,6
800000,120005,1,1,2,2,11.0,2987.0,198.5,17
260000,16830,2,1,1,1,20.2,998.0,67.1,10
500000,70000,1,1,1,1,15.96,2523.0,63.0,9
325000,38000,2,1,1,1,23.01,999.0,67.0,5
400000,80000,1,1,1,1,15.96,2523.0,63.0,9
3200000,50000,1,1,1,1,14.24,2755.0,174.5,4
200000,50000,1,1,1,1,17.88,1396.0,52.8,15
450000,52000,1,1,1,1,17.21,1493.0,100.0,9
229999,50000,1,1,1,1,17.0,1405.0,70.0,10
340000,30000,2,1,1,1,21.1,814.0,55.2,6
550000,103000,1,1,1,1,15.96,2523.0,62.1,8
975000,93468,1,1,2,2,11.4,2953.0,153.86,11
225000,80000,2,1,1,2,14.0,1595.0,102.0,12
280000,70000,1,1,1,1,25.0,1396.0,69.0,9
259000,35000,1,1,1,1,23.03,1396.0,69.0,10
3200000,60000,1,1,2,1,15.04,2755.0,174.5,4
1400000,30000,1,1,1,1,16.0,1997.0,140.0,4
416000,40000,2,1,2,1,17.01,1499.0,110.4,7
250000,70000,1,1,1,1,19.0,1248.0,90.0,11
210000,120000,1,1,1,1,21.12,1248.0,88.8,12
290000,120000,1,1,1,2,12.05,2179.0,120.0,14
220000,90000,1,1,1,1,23.03,1396.0,69.0,10
246000,35000,1,1,1,2,23.03,1396.0,69.0,10
260000,30000,2,1,1,1,16.8,796.0,34.2,4
1050000,70000,1,1,1,1,21.38,1396.0,88.7,4
550000,20000,2,1,1,1,20.4,1197.0,81.8,6
450000,70000,1,1,1,1,19.09,1405.0,69.01,5
773000,65000,2,1,1,1,17.8,1497.0,117.3,6
450000,25000,2,1,1,1,23.84,1199.0,84.0,5
409999,10000,2,1,1,1,15.37,1196.0,73.0,3
45000,35000,2,1,1,4,16.1,796.0,37.0,19
600000,80000,2,1,2,2,11.07,2496.0,179.5,8
250000,63000,2,1,1,1,18.6,1199.0,79.4,12
70000,100000,1,1,1,1,16.8,1405.0,62.0,14
430000,16589,2,3,1,1,20.51,998.0,67.04,4
675000,53201,2,3,1,2,17.8,1497.0,117.3,6
570000,25272,2,3,1,1,21.01,1197.0,81.8,5
850000,53619,1,3,1,1,24.3,1248.0,88.5,5
640000,6001,2,2,1,1,15.9,1496.0,120.69,4
250000,80000,1,1,1,1,19.09,1405.0,69.01,9
1250000,12000,1,1,1,1,19.6,1461.0,108.45,4
889000,25000,2,1,1,1,17.0,1497.0,121.31,5
750000,40000,1,1,1,2,22.54,1396.0,88.73,5
320000,130000,1,1,1,3,17.8,1248.0,75.0,12
600000,202000,1,1,1,1,17.67,1968.0,138.08,11
1000000,40000,1,1,1,1,28.09,1248.0,88.5,4
110000,70000,2,1,1,4,17.3,993.0,60.0,22
250000,120000,2,1,1,2,17.7,1497.0,78.0,14
600000,60000,1,1,1,1,26.59,1248.0,74.0,7
165000,60000,2,1,1,1,19.0,998.0,67.1,13
118000,60000,2,1,1,2,19.7,796.0,46.3,18
700000,78000,1,1,1,1,27.39,1248.0,74.0,6
585000,80000,1,1,1,2,20.46,1461.0,83.8,9
120000,120000,2,1,1,4,19.7,796.0,46.3,16
65000,90000,2,1,1,4,16.1,796.0,37.0,19
150000,100000,2,1,1,2,19.7,796.0,46.3,16
150000,70000,2,1,1,4,19.7,796.0,46.3,13
170000,160000,1,1,1,3,13.1,1493.0,82.0,18
250000,120000,1,1,1,3,10.5,2179.0,120.0,16
100000,100000,1,1,1,3,13.1,1493.0,82.0,17
599000,60000,1,1,1,2,20.77,1248.0,88.76,9
250000,135000,1,1,1,3,18.3,1991.0,147.9,12
570000,90000,2,1,1,1,20.4,1197.0,81.8,6
440000,75000,1,1,1,2,22.07,1199.0,73.9,9
300000,185000,1,1,1,2,11.4,2494.0,100.6,17
300000,71717,2,1,2,2,19.34,1198.0,76.0,7
500000,150000,1,1,2,2,11.79,2179.0,120.0,11
660000,55000,1,1,1,1,26.59,1248.0,74.0,6
256000,90000,2,1,1,2,15.3,1596.0,99.6,10
409999,35000,2,1,1,1,23.01,999.0,67.0,4
1888000,120000,1,1,1,2,12.55,2982.0,168.5,7
250000,100000,3,1,1,2,13.45,1086.0,62.1,11
280000,40000,2,1,2,3,12.9,1799.0,130.0,13
300000,100000,1,1,1,1,13.0,2489.0,95.0,12
900000,120000,1,1,1,1,14.1,2179.0,147.94,6
190000,60000,2,1,1,1,19.0,998.0,67.1,8
800000,2000,1,1,1,1,15.96,2523.0,63.0,3
450000,100000,1,1,1,1,14.0,2523.0,75.0,10
400000,110000,1,1,1,1,14.95,2489.0,93.7,7
150000,90000,1,1,1,2,13.93,2179.0,138.1,13
200000,84321,1,1,1,1,23.57,1396.0,70.0,11
600000,177000,1,1,1,1,15.1,2179.0,140.0,9
175000,60000,1,1,1,1,18.0,1248.0,75.0,12
99000,205000,1,1,1,2,19.09,1396.0,69.0,14
215000,70000,2,1,1,2,20.36,1197.0,78.9,14
520000,126000,1,1,1,2,19.01,1461.0,108.45,9
2280000,120000,1,1,2,2,10.91,3198.0,197.0,6
285000,70000,1,1,1,1,19.1,1405.0,70.0,7
660000,82000,1,1,1,1,18.49,1493.0,100.0,5
31504,110000,2,1,1,3,16.1,796.0,37.0,18
515000,45000,2,1,1,2,20.85,1197.0,83.14,7
295000,70000,1,1,1,2,21.64,1461.0,84.8,10
700000,80000,1,1,1,2,20.45,1461.0,83.8,7
1100000,45000,1,1,1,1,15.4,2179.0,120.0,5
300000,60000,2,1,1,1,20.3,998.0,68.05,5
450000,41800,2,1,1,1,18.6,1197.0,85.8,9
700000,50000,1,1,1,2,28.4,1248.0,74.02,5
250000,40000,1,1,1,1,20.0,1399.0,68.0,10
140000,96000,2,1,1,2,18.9,1061.0,67.0,13
250000,117000,1,1,1,1,14.0,2498.0,112.0,10
210000,110000,2,1,1,2,19.81,1086.0,68.05,11
420000,100000,1,1,1,2,25.8,1498.0,98.6,8
130000,88700,2,1,1,3,19.7,796.0,46.3,15
320000,70000,2,1,1,2,16.95,1498.0,97.7,10
200000,110000,2,1,1,2,17.3,1061.0,64.0,12
310000,15000,2,1,1,1,22.74,796.0,47.3,6
200000,80000,1,1,1,2,20.8,1461.0,65.0,10
350000,50000,2,1,1,1,18.5,1197.0,85.8,8
444000,15000,2,1,1,1,21.1,814.0,55.2,4
300000,25000,2,1,1,1,22.7,799.0,53.64,5
225000,57000,1,1,1,2,21.0,1461.0,64.1,11
600000,75000,1,1,1,1,15.96,2523.0,62.1,10
260000,26000,2,1,1,1,15.37,1196.0,73.0,9
375000,160000,1,1,1,1,24.4,1120.0,71.01,7
150000,120000,2,1,1,2,19.7,796.0,46.3,12
110000,50000,2,1,1,2,19.7,796.0,46.3,8
225000,40000,2,1,1,1,19.7,796.0,46.3,10
860000,28000,2,1,1,1,17.8,1497.0,117.3,5
650000,50000,1,1,1,1,28.4,1248.0,74.02,4
650000,90000,1,1,1,1,20.77,1248.0,88.8,8
710000,40000,1,1,1,1,24.8,1396.0,88.7,6
430000,113000,1,1,1,1,25.83,1498.0,99.0,5
305000,188000,1,1,1,2,17.8,1248.0,75.0,11
220000,100000,1,1,1,1,20.0,1399.0,68.0,11
150000,225000,1,1,1,3,14.0,1948.0,90.0,12
660000,67000,1,1,1,2,18.49,1493.0,100.0,5
140000,70000,1,1,1,4,25.44,936.0,57.6,11
1100000,50000,2,1,1,1,14.28,1798.0,138.03,7
2450000,60000,1,1,2,1,16.36,2179.0,187.7,9
625000,34000,1,1,2,1,22.0,1498.0,108.495,5
198000,110000,2,1,1,3,12.8,1493.0,100.0,18
130000,140000,2,1,1,2,18.9,998.0,67.1,17
540000,100000,2,1,1,2,16.8,1497.0,116.3,10
550000,10000,2,1,2,1,18.9,1197.0,81.86,5
475000,30000,2,1,1,1,21.63,998.0,67.04,4
2825000,22000,1,2,2,1,15.73,1968.0,174.33,5
2125000,5500,1,2,1,1,26.8,1597.0,118.0,2
3350000,18000,1,2,2,1,19.62,1998.0,190.0,4
1800000,20000,1,2,2,1,11.36,2755.0,171.5,4
540000,7000,2,2,1,1,20.3,1086.0,68.0,4
910000,20000,1,2,1,1,17.0,2596.0,80.8,4
484999,4875,2,2,1,1,21.63,998.0,67.04,3
1950000,2700,1,2,2,1,17.01,1582.0,126.2,2
950000,58511,1,2,1,1,24.3,1248.0,88.5,4
365000,105000,1,2,1,1,25.83,1498.0,99.0,7
900000,26235,1,2,1,1,16.55,2498.0,105.0,4
919999,26766,1,2,1,1,21.5,1497.0,108.5,5
1900000,1600,2,2,2,1,13.96,1451.0,141.0,2
2950000,46000,1,2,1,1,15.8,2148.0,170.0,4
1075000,23000,1,2,1,1,17.3,1497.0,121.0,3
600000,24522,2,2,1,1,20.4,1197.0,81.8,5
3200000,13663,1,2,2,1,22.69,1995.0,190.0,5
2600000,11000,1,2,2,1,19.3,1968.0,141.0,3
839000,63000,1,2,1,1,24.3,1248.0,88.5,6
635000,2000,2,2,1,1,16.2,1199.0,74.0,3
550000,300000,1,1,1,3,12.05,2179.0,120.0,8
180000,190000,1,1,1,3,19.2,1461.0,65.0,11
650000,80000,1,1,1,1,26.0,1498.0,98.6,7
350000,80000,2,1,1,2,16.0,1198.0,90.0,11
265000,54000,2,1,1,1,23.95,998.0,67.05,7
330000,30000,2,1,1,1,23.01,999.0,67.0,4
395000,5000,2,1,1,1,15.37,1196.0,73.0,3
700000,58945,1,1,1,1,18.49,1493.0,100.0,7
300000,90000,1,1,1,1,20.0,1399.0,68.0,10
650000,375000,1,1,1,1,12.8,2494.0,102.0,11
625000,160000,1,1,1,3,20.77,1248.0,88.76,9
425000,80000,1,1,1,2,15.11,1598.0,103.6,8
55000,50000,2,1,1,3,16.1,796.0,37.0,18
250000,80000,1,1,1,2,19.09,1405.0,69.01,7
459999,156975,1,1,1,1,15.96,2523.0,62.1,7
1594000,5000,1,1,1,1,21.43,1364.0,86.79,5
300000,50000,2,1,1,1,18.2,1199.0,82.4,8
950000,27620,1,2,1,1,22.77,1498.0,98.59,4
484999,120000,1,1,1,1,12.05,2179.0,120.0,9
161000,120000,1,1,1,3,14.0,2498.0,112.0,13
500000,58000,2,1,1,1,17.19,1197.0,81.86,7
350000,50000,2,1,1,1,16.95,1498.0,97.7,10
550000,40000,2,1,2,1,20.89,1197.0,81.8,5
850000,7800,2,1,1,1,17.5,1199.0,88.7,4
240000,50000,2,1,1,1,22.74,796.0,47.3,6
950000,68000,1,1,1,1,13.1,2499.0,141.0,11
423000,60000,2,1,1,2,16.02,1373.0,93.7,7
90000,74000,2,1,1,2,12.8,1396.0,85.0,17
350000,58000,1,1,1,2,13.93,2179.0,138.1,11
170000,70000,2,1,1,3,19.0,998.0,66.1,11
450000,70000,2,1,1,1,18.16,1196.0,86.8,7
150000,110000,2,1,1,2,20.36,1197.0,78.9,13
511000,80000,1,1,1,1,22.54,1396.0,88.73,6
850000,59000,1,1,1,1,24.2,1498.0,93.87,4
250000,110000,1,1,1,1,25.0,1396.0,69.0,4
420000,25000,2,1,1,1,21.63,998.0,67.04,2
180000,55000,2,1,1,1,22.74,796.0,47.3,8
400000,25000,1,1,1,1,27.62,793.0,47.0,7
150000,300000,1,1,1,1,14.0,2498.0,112.0,13
500000,143200,1,1,1,1,25.83,1498.0,99.0,6
1689999,60000,1,1,1,1,17.1,1956.0,170.0,5
204999,120000,1,1,1,1,23.08,1461.0,63.1,10
459999,145000,1,1,1,2,26.21,1248.0,88.5,8
600000,30000,2,1,1,1,18.6,1197.0,81.83,5
585000,8000,2,1,1,1,18.9,1197.0,81.86,3
551000,170000,1,1,1,1,13.1,2499.0,141.0,10
525000,100000,1,1,1,1,23.4,1248.0,74.0,9
160000,62000,2,1,1,1,14.0,796.0,35.0,10
825000,110000,1,1,1,1,15.1,2179.0,140.0,8
600000,80000,1,1,1,2,13.58,2499.0,72.4,7
65000,80000,2,1,1,2,17.3,993.0,60.0,20
550000,100000,1,1,1,1,23.4,1248.0,74.0,9
650000,120000,1,1,1,1,15.96,2523.0,63.0,7
750000,24000,1,1,1,1,28.4,1248.0,74.02,3
380000,80000,1,1,1,1,25.32,1198.0,77.0,5
400000,138000,1,1,1,1,22.32,1582.0,126.32,10
50000,147000,2,1,1,4,18.9,998.0,67.1,19
750000,60000,1,1,1,1,18.49,1493.0,100.0,5
150000,80000,2,1,1,1,18.0,995.0,62.0,11
245000,50000,2,1,1,1,22.74,796.0,47.3,6
260000,189000,1,1,1,1,21.02,1248.0,88.76,9
411000,90000,1,1,2,2,21.21,1498.0,103.2,8
450000,56000,1,1,1,1,21.9,1396.0,88.76,8
1300000,140000,1,1,2,2,18.88,1995.0,184.0,10
351000,60000,2,1,1,1,23.1,998.0,67.04,6
550000,130000,1,1,1,1,15.1,2179.0,140.0,10
1300000,140000,1,1,2,2,18.88,1995.0,184.0,9
750000,35000,1,1,1,1,20.45,1461.0,83.8,6
800000,35000,1,1,1,1,20.45,1461.0,83.8,7
350000,156000,1,1,1,1,11.57,2179.0,138.1,11
200000,90000,2,1,1,1,22.74,796.0,47.3,9
150000,60000,1,1,1,3,17.0,1405.0,70.0,14
800000,36000,1,1,1,1,19.01,1461.0,108.5,6
350000,20000,2,1,1,2,21.1,814.0,55.2,5
350000,160000,1,1,1,1,13.93,2179.0,138.0,11
250000,185000,1,1,1,1,12.7,2609.0,116.6,16
170000,110000,1,1,1,2,17.0,1405.0,71.0,12
395000,10800,2,1,1,1,25.17,799.0,53.3,4
450000,120000,1,1,1,1,15.96,2523.0,62.1,10
500000,15000,2,1,1,1,20.89,1197.0,81.8,3
200000,67500,1,1,1,1,12.2,1948.0,68.0,10
1200000,30000,1,1,1,1,17.6,2179.0,153.86,5
400000,50000,1,1,1,1,25.32,1198.0,77.0,6
650000,100000,1,1,1,1,18.49,1493.0,100.0,6
550000,150000,1,1,1,1,15.96,2523.0,63.0,6
1100000,110000,1,1,1,1,16.0,2179.0,140.0,7
254999,30000,2,1,1,1,22.74,796.0,47.3,10
180000,60000,2,1,1,1,19.7,796.0,46.3,11
160000,255000,1,1,1,2,13.0,2489.0,95.0,12
225000,120000,1,1,1,2,16.52,1991.0,123.7,14
270000,49900,2,1,1,2,22.74,796.0,47.3,7
310000,86000,1,1,1,1,21.12,1248.0,88.8,10
225000,71850,2,1,1,1,20.63,1198.0,67.0,7
300000,95000,1,1,1,3,21.2,1248.0,75.0,7
250000,70000,2,1,1,4,17.5,1298.0,85.8,14
180000,35000,2,1,1,1,21.1,814.0,55.2,11
550000,50000,2,1,1,1,20.85,1197.0,83.14,7
300000,120000,1,1,1,3,13.6,2523.0,63.0,15
900000,145000,1,1,1,1,22.7,1582.0,126.2,7
1530000,40000,1,1,1,1,16.0,2179.0,138.0,4
590000,110000,1,1,1,1,27.39,1248.0,74.0,7
170000,112000,3,1,1,2,17.3,1061.0,57.5,14
2600000,70000,1,1,2,1,20.38,1968.0,143.0,5
475000,110000,1,1,1,1,23.2,1248.0,73.94,6
700000,29000,1,1,1,1,24.0,1186.0,73.97,4
376000,60000,2,1,1,1,18.9,998.0,67.1,11
75000,46000,2,1,1,4,16.1,796.0,37.0,18
440000,120000,1,1,2,3,11.79,2179.0,120.0,10
390000,80000,2,1,1,1,20.51,998.0,67.04,6
725000,159000,1,1,1,2,12.8,2494.0,102.0,10
325000,110000,1,1,1,2,15.96,2523.0,62.1,10
170000,75000,2,1,1,2,19.7,796.0,46.3,12
215000,120000,1,1,1,3,19.3,1248.0,73.9,12
350000,110000,2,1,1,3,17.0,1497.0,118.0,12
80000,80000,2,1,1,4,18.0,995.0,62.0,13
195000,80000,2,1,1,2,21.1,814.0,55.2,10
335000,71000,1,2,1,1,21.64,1461.0,84.8,8
475000,108000,1,2,1,1,16.0,2179.0,140.0,11
484999,75000,1,2,1,1,19.87,1461.0,83.8,7
650000,22000,2,1,1,2,21.56,1462.0,103.25,4
1850000,76131,1,1,2,1,13.22,2967.0,241.4,8
700000,30000,2,1,1,2,18.6,1197.0,81.83,4
3000000,65000,1,1,2,1,12.07,2967.0,241.4,8
900000,60000,1,1,1,1,15.4,2523.0,75.0,4
350000,80000,1,1,1,1,22.07,1199.0,73.9,9
285000,80000,2,1,2,2,9.0,2997.0,218.0,17
1850000,70000,1,1,2,1,12.07,2967.0,241.4,10
750000,51777,1,2,1,1,24.3,1248.0,88.5,5
1650000,64788,1,2,2,1,0.0,2179.0,115.0,9
600000,20000,2,1,1,1,19.5,1199.0,88.76,4
565000,19000,2,1,1,1,18.78,999.0,75.0,4
86000,46951,2,1,1,1,18.5,796.0,53.0,22
329000,19000,2,1,1,1,20.63,1198.0,67.0,6
650000,50000,1,1,1,1,22.77,1498.0,98.59,6
822000,60000,1,1,1,1,19.67,1582.0,126.2,7
345000,100000,1,1,1,2,19.01,1461.0,108.45,9
30000,10000,2,1,1,1,17.3,993.0,60.0,21
330000,50000,1,1,1,2,22.9,1248.0,74.0,10
300000,74537,2,1,1,2,20.51,998.0,67.04,8
200000,90000,2,1,2,2,12.6,1586.0,103.3,13
90000,70000,2,1,1,2,18.0,995.0,62.0,12
200000,80000,2,1,1,2,18.9,1061.0,67.0,12
550000,35000,1,1,1,1,24.4,1120.0,71.0,6
250000,23500,2,1,1,1,18.6,1199.0,76.8,7
975000,82000,1,1,1,1,25.6,1498.0,97.9,5
900000,100000,1,1,1,2,12.99,2494.0,100.6,8
610000,15000,2,1,1,1,18.6,1197.0,81.83,4
620000,30000,1,1,1,1,27.39,1248.0,74.0,5
400000,30000,2,1,1,1,18.9,1197.0,82.0,6
500000,11000,2,1,1,1,21.63,998.0,67.0,3
200000,140000,2,1,1,1,19.02,1198.0,67.05,5
360000,110000,1,1,1,1,23.0,1248.0,88.7,6
252000,48000,2,1,1,1,20.92,998.0,67.1,10
280000,70000,1,1,1,2,22.9,1248.0,74.0,10
509999,70000,2,1,1,2,22.0,1197.0,81.8,4
1050000,58000,1,1,1,1,15.4,1997.0,120.0,6
200000,40000,3,1,1,4,17.3,1061.0,57.5,12
60000,90000,2,1,1,2,17.3,993.0,60.0,17
320000,40000,1,1,1,2,14.0,2498.0,112.0,12
520000,110000,1,1,1,1,12.05,2179.0,120.0,9
250000,80000,1,1,1,2,11.57,2179.0,138.1,15
725000,60000,1,1,1,1,24.3,1248.0,88.5,5
585000,50000,1,1,1,1,15.96,2523.0,62.1,7
430000,25000,2,1,1,1,23.84,1199.0,84.0,5
235000,100000,1,1,1,2,22.9,1248.0,74.0,11
350000,52000,1,1,1,3,19.3,1248.0,73.9,10
131000,80000,2,1,1,3,19.81,1086.0,68.05,12
450000,85000,1,1,1,1,25.8,1498.0,98.6,6
750000,83000,1,1,1,1,24.3,1248.0,88.5,6
200000,50000,2,1,1,1,22.74,796.0,47.3,9
125000,120000,2,1,1,4,18.9,1061.0,67.0,13
500000,100000,1,1,1,1,15.96,2523.0,62.1,8
380000,70000,1,1,1,3,22.9,1248.0,74.0,10
128000,19000,2,1,1,1,19.7,796.0,46.3,14
250000,68600,2,1,1,3,17.0,1497.0,118.0,13
690000,60000,1,1,1,1,16.5,1493.0,70.0,5
650000,65000,1,1,1,2,15.96,2523.0,62.1,8
560000,40000,2,1,1,2,16.8,1497.0,116.3,10
400000,25000,2,1,1,1,23.1,998.0,67.04,6
200000,29500,2,1,1,1,20.92,998.0,67.1,10
950000,13887,2,1,1,1,17.0,1591.0,121.3,4
300000,50000,2,1,1,2,22.74,796.0,47.3,6
315000,30000,2,1,1,2,25.17,799.0,53.3,6
220000,100000,2,1,1,1,22.74,796.0,47.3,10
130000,60000,2,1,1,2,14.49,1399.0,92.7,11
595000,60000,1,1,1,2,22.54,1396.0,88.73,6
110000,120000,1,1,1,1,19.4,1405.0,70.0,11
680000,13500,2,1,1,1,17.0,1497.0,121.36,5
280000,52000,1,1,1,1,20.3,1248.0,75.0,9
530000,30000,2,1,1,2,21.4,1197.0,83.1,5
610000,14000,2,1,1,1,19.1,1197.0,82.0,5
500000,90000,1,1,1,2,15.05,2179.0,147.9,8
500000,50000,1,1,1,1,24.7,1047.0,69.0,4
250000,120000,1,1,1,2,13.0,2489.0,95.0,12
325000,10000,2,1,1,1,21.1,814.0,55.2,4
550000,10000,2,1,1,1,21.4,1197.0,83.1,4
720000,25000,2,1,1,1,20.73,1373.0,91.1,4
950000,20000,2,1,1,1,17.0,1591.0,121.3,5
350000,60000,1,1,1,1,22.9,1248.0,74.0,9
500000,40000,2,1,1,1,18.9,1197.0,81.86,4
380000,60000,1,1,1,1,19.3,1248.0,73.9,10
380000,50000,2,1,2,1,16.9,1197.0,82.0,7
900000,20000,2,1,1,1,17.0,1591.0,121.3,5
295000,35000,2,1,1,1,24.7,796.0,47.3,5
640000,40000,1,1,1,1,28.09,1248.0,88.5,6
790000,60000,1,1,1,1,21.5,1497.0,108.5,4
625000,20000,2,1,1,1,17.01,1591.0,121.4,7
604000,30000,2,1,1,2,17.0,1497.0,121.36,5
315000,29000,2,1,1,1,23.95,998.0,67.05,7
950000,17000,1,1,1,1,20.0,1497.0,115.0,3
400000,50000,2,1,1,1,20.51,998.0,67.04,5
700000,42000,2,1,2,1,18.6,1368.0,98.63,4
700000,120000,1,1,1,2,12.8,2494.0,102.0,11
260000,110000,1,1,1,1,21.03,1461.0,65.0,10
200000,90000,1,1,1,1,23.57,1396.0,70.0,10
580000,70000,2,1,1,1,23.26,1197.0,88.5,2
330000,66000,1,1,1,2,20.5,1598.0,105.0,11
400000,70000,1,1,1,3,16.2,1493.0,110.0,11
1350000,5000,2,1,2,1,14.8,1591.0,121.3,4
250000,50000,1,1,1,2,21.03,1461.0,65.0,8
725000,25000,2,1,1,1,15.41,1598.0,103.2,3
300000,70000,1,1,1,1,23.4,1248.0,74.0,9
120000,40000,2,1,1,2,16.1,796.0,37.0,16
1175000,110000,1,1,1,1,16.0,2179.0,140.0,6
380000,150000,1,1,1,1,13.93,2179.0,138.0,13
400000,45000,1,1,1,1,19.1,1405.0,70.0,8
140000,90000,1,1,1,3,16.1,1405.0,70.0,17
229999,140000,1,1,1,2,11.57,2179.0,138.1,11
110000,83000,2,1,1,2,13.8,1299.0,70.0,19
550000,106000,1,1,2,2,16.96,1968.0,138.1,11
150000,60000,2,1,1,4,15.26,1150.0,74.9,14
265000,40000,2,1,1,2,16.8,796.0,34.2,5
300000,138000,2,1,1,3,17.0,1197.0,80.0,11
280000,80000,2,1,1,1,22.74,796.0,47.3,7
130000,50000,2,1,1,2,15.3,1341.0,83.0,17
350000,50000,2,1,1,1,18.2,1199.0,82.4,7
200000,120000,2,1,1,1,18.5,1197.0,85.8,13
550000,24400,2,1,1,1,22.0,1197.0,81.8,4
400000,60000,1,1,1,2,15.96,2523.0,62.1,9
170000,120000,2,1,1,2,18.5,1197.0,85.8,12
600000,60000,1,1,1,2,24.8,1396.0,88.7,7
130000,100000,2,1,1,2,19.7,796.0,46.3,11
100000,120000,2,1,1,2,16.1,796.0,37.0,11
310000,27500,2,1,1,1,25.17,799.0,53.3,6
